year,state,state_po,county,FIPS,office,candidate,party,candidatevotes,totalvotes,PercentageWon,PartyWon
2012,Virginia,VA,Galax,51640,President,Barack Obama,democrat,900,2277,0.395256917,Republican
2012,Virginia,VA,Galax,51640,President,Mitt Romney,republican,1332,2277,0.584980237,Republican
2012,Virginia,VA,Galax,51640,President,Other,NA,45,2277,0.019762846,Republican
2012,Virginia,VA,Hampton,51650,President,Barack Obama,democrat,46966,66490,0.706361859,Democrat
2012,Virginia,VA,Hampton,51650,President,Mitt Romney,republican,18640,66490,0.280342909,Democrat
2012,Virginia,VA,Hampton,51650,President,Other,NA,884,66490,0.013295232,Democrat
2012,Virginia,VA,Harrisonburg,51660,President,Barack Obama,democrat,8654,15593,0.554992625,Democrat
2012,Virginia,VA,Harrisonburg,51660,President,Mitt Romney,republican,6565,15593,0.421022254,Democrat
2012,Virginia,VA,Harrisonburg,51660,President,Other,NA,374,15593,0.023985122,Democrat
2012,Virginia,VA,Hopewell,51670,President,Barack Obama,democrat,5179,9031,0.573469162,Democrat
2012,Virginia,VA,Hopewell,51670,President,Mitt Romney,republican,3739,9031,0.414018381,Democrat
2012,Virginia,VA,Hopewell,51670,President,Other,NA,113,9031,0.012512457,Democrat
2012,Virginia,VA,Lexington,51678,President,Barack Obama,democrat,1486,2687,0.553033122,Democrat
2012,Virginia,VA,Lexington,51678,President,Mitt Romney,republican,1146,2687,0.426497953,Democrat
2012,Virginia,VA,Lexington,51678,President,Other,NA,55,2687,0.020468924,Democrat
2012,Virginia,VA,Lynchburg,51680,President,Barack Obama,democrat,15948,36448,0.437554873,Republican
2012,Virginia,VA,Lynchburg,51680,President,Mitt Romney,republican,19806,36448,0.543404302,Republican
2012,Virginia,VA,Lynchburg,51680,President,Other,NA,694,36448,0.019040825,Republican
2012,Virginia,VA,Manassas,51683,President,Barack Obama,democrat,8478,15200,0.557763158,Democrat
2012,Virginia,VA,Manassas,51683,President,Mitt Romney,republican,6463,15200,0.425197368,Democrat
2012,Virginia,VA,Manassas,51683,President,Other,NA,259,15200,0.017039474,Democrat
2012,Virginia,VA,Manassas Park,51685,President,Barack Obama,democrat,2879,4656,0.618341924,Democrat
2012,Virginia,VA,Manassas Park,51685,President,Mitt Romney,republican,1699,4656,0.364905498,Democrat
2012,Virginia,VA,Manassas Park,51685,President,Other,NA,78,4656,0.016752577,Democrat
2012,Virginia,VA,Martinsville,51690,President,Barack Obama,democrat,3855,6284,0.613462763,Democrat
2012,Virginia,VA,Martinsville,51690,President,Mitt Romney,republican,2312,6284,0.367918523,Democrat
2012,Virginia,VA,Martinsville,51690,President,Other,NA,117,6284,0.018618714,Democrat
2012,Virginia,VA,Newport News,51700,President,Barack Obama,democrat,51100,79444,0.643220382,Democrat
2012,Virginia,VA,Newport News,51700,President,Mitt Romney,republican,27230,79444,0.342757162,Democrat
2012,Virginia,VA,Newport News,51700,President,Other,NA,1114,79444,0.014022456,Democrat
2012,Virginia,VA,Norfolk,51710,President,Barack Obama,democrat,62687,87043,0.720184277,Democrat
2012,Virginia,VA,Norfolk,51710,President,Mitt Romney,republican,23147,87043,0.265926037,Democrat
2012,Virginia,VA,Norfolk,51710,President,Other,NA,1209,87043,0.013889687,Democrat
2012,Virginia,VA,Norton,51720,President,Barack Obama,democrat,566,1492,0.379356568,Republican
2012,Virginia,VA,Norton,51720,President,Mitt Romney,republican,895,1492,0.599865952,Republican
2012,Virginia,VA,Norton,51720,President,Other,NA,31,1492,0.02077748,Republican
2012,Virginia,VA,Petersburg,51730,President,Barack Obama,democrat,14283,15908,0.897850138,Democrat
2012,Virginia,VA,Petersburg,51730,President,Mitt Romney,republican,1527,15908,0.095989439,Democrat
2012,Virginia,VA,Petersburg,51730,President,Other,NA,98,15908,0.006160422,Democrat
2012,Virginia,VA,Poquoson,51735,President,Barack Obama,democrat,1679,7106,0.236279201,Republican
2012,Virginia,VA,Poquoson,51735,President,Mitt Romney,republican,5312,7106,0.747537292,Republican
2012,Virginia,VA,Poquoson,51735,President,Other,NA,115,7106,0.016183507,Republican
2012,Virginia,VA,Portsmouth,51740,President,Barack Obama,democrat,32501,45922,0.707743565,Democrat
2012,Virginia,VA,Portsmouth,51740,President,Mitt Romney,republican,12858,45922,0.279996516,Democrat
2012,Virginia,VA,Portsmouth,51740,President,Other,NA,563,45922,0.012259919,Democrat
2012,Virginia,VA,Radford,51750,President,Barack Obama,democrat,2732,5399,0.506019633,Democrat
2012,Virginia,VA,Radford,51750,President,Mitt Romney,republican,2520,5399,0.466753102,Democrat
2012,Virginia,VA,Radford,51750,President,Other,NA,147,5399,0.027227264,Democrat
2012,Virginia,VA,Richmond,51760,President,Barack Obama,democrat,75921,97569,0.778126249,Democrat
2012,Virginia,VA,Richmond,51760,President,Mitt Romney,republican,20050,97569,0.205495598,Democrat
2012,Virginia,VA,Richmond,51760,President,Other,NA,1598,97569,0.016378153,Democrat
2012,Virginia,VA,Roanoke,51770,President,Barack Obama,democrat,24134,40155,0.601021043,Democrat
2012,Virginia,VA,Roanoke,51770,President,Mitt Romney,republican,14991,40155,0.373328353,Democrat
2012,Virginia,VA,Roanoke,51770,President,Other,NA,1030,40155,0.025650604,Democrat
2012,Virginia,VA,Salem,51775,President,Barack Obama,democrat,4760,12318,0.386426368,Republican
2012,Virginia,VA,Salem,51775,President,Mitt Romney,republican,7299,12318,0.592547491,Republican
2012,Virginia,VA,Salem,51775,President,Other,NA,259,12318,0.021026141,Republican
2012,Virginia,VA,Staunton,51790,President,Barack Obama,democrat,5728,11210,0.510972346,Democrat
2012,Virginia,VA,Staunton,51790,President,Mitt Romney,republican,5272,11210,0.47029438,Democrat
2012,Virginia,VA,Staunton,51790,President,Other,NA,210,11210,0.018733274,Democrat
2012,Virginia,VA,Suffolk,51800,President,Barack Obama,democrat,24267,42566,0.570102899,Democrat
2012,Virginia,VA,Suffolk,51800,President,Mitt Romney,republican,17820,42566,0.418643988,Democrat
2012,Virginia,VA,Suffolk,51800,President,Other,NA,479,42566,0.011253113,Democrat
2012,Virginia,VA,Virginia Beach,51810,President,Barack Obama,democrat,94299,196641,0.479549026,Republican
2012,Virginia,VA,Virginia Beach,51810,President,Mitt Romney,republican,99291,196641,0.50493539,Republican
2012,Virginia,VA,Virginia Beach,51810,President,Other,NA,3051,196641,0.015515584,Republican
2012,Virginia,VA,Waynesboro,51820,President,Barack Obama,democrat,3840,8791,0.436810374,Republican
2012,Virginia,VA,Waynesboro,51820,President,Mitt Romney,republican,4790,8791,0.544875441,Republican
2012,Virginia,VA,Waynesboro,51820,President,Other,NA,161,8791,0.018314185,Republican
2012,Virginia,VA,Williamsburg,51830,President,Barack Obama,democrat,4903,7748,0.632808467,Democrat
2012,Virginia,VA,Williamsburg,51830,President,Mitt Romney,republican,2682,7748,0.346153846,Democrat
2012,Virginia,VA,Williamsburg,51830,President,Other,NA,163,7748,0.021037687,Democrat
2012,Virginia,VA,Winchester,51840,President,Barack Obama,democrat,5094,10296,0.494755245,Democrat
2012,Virginia,VA,Winchester,51840,President,Mitt Romney,republican,4946,10296,0.48038073,Democrat
2012,Virginia,VA,Winchester,51840,President,Other,NA,256,10296,0.024864025,Democrat
2012,Washington,WA,Adams,53001,President,Barack Obama,democrat,1540,4793,0.321301899,Republican
2012,Washington,WA,Adams,53001,President,Mitt Romney,republican,3171,4793,0.661589818,Republican
2012,Washington,WA,Adams,53001,President,Other,NA,82,4793,0.017108283,Republican
2012,Washington,WA,Asotin,53003,President,Barack Obama,democrat,4003,9901,0.404302596,Republican
2012,Washington,WA,Asotin,53003,President,Mitt Romney,republican,5654,9901,0.571053429,Republican
2012,Washington,WA,Asotin,53003,President,Other,NA,244,9901,0.024643975,Republican
2012,Washington,WA,Benton,53005,President,Barack Obama,democrat,28145,79559,0.353762616,Republican
2012,Washington,WA,Benton,53005,President,Mitt Romney,republican,49461,79559,0.621689564,Republican
2012,Washington,WA,Benton,53005,President,Other,NA,1953,79559,0.02454782,Republican
2012,Washington,WA,Chelan,53007,President,Barack Obama,democrat,13112,32250,0.406573643,Republican
2012,Washington,WA,Chelan,53007,President,Mitt Romney,republican,18402,32250,0.570604651,Republican
2012,Washington,WA,Chelan,53007,President,Other,NA,736,32250,0.022821705,Republican
2012,Washington,WA,Clallam,53009,President,Barack Obama,democrat,18580,38066,0.488099616,Democrat
2012,Washington,WA,Clallam,53009,President,Mitt Romney,republican,18437,38066,0.484342983,Democrat
2012,Washington,WA,Clallam,53009,President,Other,NA,1049,38066,0.0275574,Democrat
2012,Washington,WA,Clark,53011,President,Barack Obama,democrat,93382,190805,0.489410655,Democrat
2012,Washington,WA,Clark,53011,President,Mitt Romney,republican,92951,190805,0.487151804,Democrat
2012,Washington,WA,Clark,53011,President,Other,NA,4472,190805,0.023437541,Democrat
2012,Washington,WA,Columbia,53013,President,Barack Obama,democrat,645,2259,0.285524568,Republican
2012,Washington,WA,Columbia,53013,President,Mitt Romney,republican,1568,2259,0.694112439,Republican
2012,Washington,WA,Columbia,53013,President,Other,NA,46,2259,0.020362992,Republican
2012,Washington,WA,Cowlitz,53015,President,Barack Obama,democrat,22726,44620,0.509323173,Democrat
2012,Washington,WA,Cowlitz,53015,President,Mitt Romney,republican,20746,44620,0.464948454,Democrat
2012,Washington,WA,Cowlitz,53015,President,Other,NA,1148,44620,0.025728373,Democrat
2012,Washington,WA,Douglas,53017,President,Barack Obama,democrat,5166,14942,0.345736849,Republican
2012,Washington,WA,Douglas,53017,President,Mitt Romney,republican,9425,14942,0.63077232,Republican
2012,Washington,WA,Douglas,53017,President,Other,NA,351,14942,0.023490831,Republican
2012,Washington,WA,Ferry,53019,President,Barack Obama,democrat,1294,3440,0.376162791,Republican
2012,Washington,WA,Ferry,53019,President,Mitt Romney,republican,1995,3440,0.57994186,Republican
2012,Washington,WA,Ferry,53019,President,Other,NA,151,3440,0.043895349,Republican
2012,Washington,WA,Franklin,53021,President,Barack Obama,democrat,8398,22643,0.37088725,Republican
2012,Washington,WA,Franklin,53021,President,Mitt Romney,republican,13748,22643,0.607163362,Republican
2012,Washington,WA,Franklin,53021,President,Other,NA,497,22643,0.021949388,Republican
2012,Washington,WA,Garfield,53023,President,Barack Obama,democrat,336,1278,0.262910798,Republican
2012,Washington,WA,Garfield,53023,President,Mitt Romney,republican,913,1278,0.714397496,Republican
2012,Washington,WA,Garfield,53023,President,Other,NA,29,1278,0.022691706,Republican
2012,Washington,WA,Grant,53025,President,Barack Obama,democrat,8950,27558,0.324769577,Republican
2012,Washington,WA,Grant,53025,President,Mitt Romney,republican,17852,27558,0.647797373,Republican
2012,Washington,WA,Grant,53025,President,Other,NA,756,27558,0.02743305,Republican
2012,Washington,WA,Grays Harbor,53027,President,Barack Obama,democrat,15960,28684,0.556407753,Democrat
2012,Washington,WA,Grays Harbor,53027,President,Mitt Romney,republican,11914,28684,0.415353507,Democrat
2012,Washington,WA,Grays Harbor,53027,President,Other,NA,810,28684,0.028238739,Democrat
2012,Washington,WA,Island,53029,President,Barack Obama,democrat,21478,42099,0.510178389,Democrat
2012,Washington,WA,Island,53029,President,Mitt Romney,republican,19605,42099,0.465688021,Democrat
2012,Washington,WA,Island,53029,President,Other,NA,1016,42099,0.02413359,Democrat
2012,Washington,WA,Jefferson,53031,President,Barack Obama,democrat,12739,19829,0.642442887,Democrat
2012,Washington,WA,Jefferson,53031,President,Mitt Romney,republican,6405,19829,0.32301175,Democrat
2012,Washington,WA,Jefferson,53031,President,Other,NA,685,19829,0.034545363,Democrat
2012,Washington,WA,King,53033,President,Barack Obama,democrat,668004,967154,0.690690417,Democrat
2012,Washington,WA,King,53033,President,Mitt Romney,republican,275700,967154,0.285063185,Democrat
2012,Washington,WA,King,53033,President,Other,NA,23450,967154,0.024246397,Democrat
2012,Washington,WA,Kitsap,53035,President,Barack Obama,democrat,67277,123367,0.545340326,Democrat
2012,Washington,WA,Kitsap,53035,President,Mitt Romney,republican,52846,123367,0.428364149,Democrat
2012,Washington,WA,Kitsap,53035,President,Other,NA,3244,123367,0.026295525,Democrat
2012,Washington,WA,Kittitas,53037,President,Barack Obama,democrat,7949,18171,0.437455286,Republican
2012,Washington,WA,Kittitas,53037,President,Mitt Romney,republican,9782,18171,0.538330307,Republican
2012,Washington,WA,Kittitas,53037,President,Other,NA,440,18171,0.024214408,Republican
2012,Washington,WA,Klickitat,53039,President,Barack Obama,democrat,4598,10274,0.447537473,Republican
2012,Washington,WA,Klickitat,53039,President,Mitt Romney,republican,5316,10274,0.51742262,Republican
2012,Washington,WA,Klickitat,53039,President,Other,NA,360,10274,0.035039907,Republican
2012,Washington,WA,Lewis,53041,President,Barack Obama,democrat,12664,34044,0.37198919,Republican
2012,Washington,WA,Lewis,53041,President,Mitt Romney,republican,20452,34044,0.600751968,Republican
2012,Washington,WA,Lewis,53041,President,Other,NA,928,34044,0.027258841,Republican
2012,Washington,WA,Lincoln,53043,President,Barack Obama,democrat,1673,5872,0.284911444,Republican
2012,Washington,WA,Lincoln,53043,President,Mitt Romney,republican,4063,5872,0.691927793,Republican
2012,Washington,WA,Lincoln,53043,President,Other,NA,136,5872,0.023160763,Republican
2012,Washington,WA,Mason,53045,President,Barack Obama,democrat,14764,28235,0.522897114,Democrat
2012,Washington,WA,Mason,53045,President,Mitt Romney,republican,12761,28235,0.451956791,Democrat
2012,Washington,WA,Mason,53045,President,Other,NA,710,28235,0.025146095,Democrat
2012,Washington,WA,Okanogan,53047,President,Barack Obama,democrat,7108,16846,0.421939926,Republican
2012,Washington,WA,Okanogan,53047,President,Mitt Romney,republican,9221,16846,0.547370296,Republican
2012,Washington,WA,Okanogan,53047,President,Other,NA,517,16846,0.030689778,Republican
2012,Washington,WA,Pacific,53049,President,Barack Obama,democrat,5711,10524,0.542664386,Democrat
2012,Washington,WA,Pacific,53049,President,Mitt Romney,republican,4499,10524,0.42749905,Democrat
2012,Washington,WA,Pacific,53049,President,Other,NA,314,10524,0.029836564,Democrat
2012,Washington,WA,Pend Oreille,53051,President,Barack Obama,democrat,2508,6668,0.376124775,Republican
2012,Washington,WA,Pend Oreille,53051,President,Mitt Romney,republican,3952,6668,0.592681464,Republican
2012,Washington,WA,Pend Oreille,53051,President,Other,NA,208,6668,0.031193761,Republican
2012,Washington,WA,Pierce,53053,President,Barack Obama,democrat,186430,342910,0.543670351,Democrat
2012,Washington,WA,Pierce,53053,President,Mitt Romney,republican,148467,342910,0.432962002,Democrat
2012,Washington,WA,Pierce,53053,President,Other,NA,8013,342910,0.023367647,Democrat
2012,Washington,WA,San Juan,53055,President,Barack Obama,democrat,7125,10594,0.6725505,Democrat
2012,Washington,WA,San Juan,53055,President,Mitt Romney,republican,3111,10594,0.293656787,Democrat
2012,Washington,WA,San Juan,53055,President,Other,NA,358,10594,0.033792713,Democrat
2012,Washington,WA,Skagit,53057,President,Barack Obama,democrat,28688,55269,0.519061318,Democrat
2012,Washington,WA,Skagit,53057,President,Mitt Romney,republican,25071,55269,0.45361776,Democrat
2012,Washington,WA,Skagit,53057,President,Other,NA,1510,55269,0.027320921,Democrat
2012,Washington,WA,Skamania,53059,President,Barack Obama,democrat,2628,5466,0.48079034,Republican
2012,Washington,WA,Skamania,53059,President,Mitt Romney,republican,2687,5466,0.49158434,Republican
2012,Washington,WA,Skamania,53059,President,Other,NA,151,5466,0.02762532,Republican
2012,Washington,WA,Snohomish,53061,President,Barack Obama,democrat,188516,329817,0.571577572,Democrat
2012,Washington,WA,Snohomish,53061,President,Mitt Romney,republican,133016,329817,0.403302437,Democrat
2012,Washington,WA,Snohomish,53061,President,Other,NA,8285,329817,0.025119991,Democrat
2012,Washington,WA,Spokane,53063,President,Barack Obama,democrat,102295,223830,0.457020953,Republican
2012,Washington,WA,Spokane,53063,President,Mitt Romney,republican,115285,223830,0.515056069,Republican
2012,Washington,WA,Spokane,53063,President,Other,NA,6250,223830,0.027922977,Republican
2012,Washington,WA,Stevens,53065,President,Barack Obama,democrat,7762,22161,0.350254952,Republican
2012,Washington,WA,Stevens,53065,President,Mitt Romney,republican,13691,22161,0.617797031,Republican
2012,Washington,WA,Stevens,53065,President,Other,NA,708,22161,0.031948017,Republican
2012,Washington,WA,Thurston,53067,President,Barack Obama,democrat,74037,127063,0.582679458,Democrat
2012,Washington,WA,Thurston,53067,President,Mitt Romney,republican,49287,127063,0.387894194,Democrat
2012,Washington,WA,Thurston,53067,President,Other,NA,3739,127063,0.029426348,Democrat
2012,Washington,WA,Wahkiakum,53069,President,Barack Obama,democrat,1094,2294,0.476896251,Republican
2012,Washington,WA,Wahkiakum,53069,President,Mitt Romney,republican,1119,2294,0.487794246,Republican
2012,Washington,WA,Wahkiakum,53069,President,Other,NA,81,2294,0.035309503,Republican
2012,Washington,WA,Walla Walla,53071,President,Barack Obama,democrat,9768,25108,0.38903935,Republican
2012,Washington,WA,Walla Walla,53071,President,Mitt Romney,republican,14648,25108,0.583399713,Republican
2012,Washington,WA,Walla Walla,53071,President,Other,NA,692,25108,0.027560937,Republican
2012,Washington,WA,Whatcom,53073,President,Barack Obama,democrat,57089,103029,0.554106125,Democrat
2012,Washington,WA,Whatcom,53073,President,Mitt Romney,republican,42703,103029,0.414475536,Democrat
2012,Washington,WA,Whatcom,53073,President,Other,NA,3237,103029,0.031418339,Democrat
2012,Washington,WA,Whitman,53075,President,Barack Obama,democrat,8037,17121,0.469423515,Republican
2012,Washington,WA,Whitman,53075,President,Mitt Romney,republican,8507,17121,0.496875183,Republican
2012,Washington,WA,Whitman,53075,President,Other,NA,577,17121,0.033701302,Republican
2012,Washington,WA,Yakima,53077,President,Barack Obama,democrat,33217,76973,0.43154093,Republican
2012,Washington,WA,Yakima,53077,President,Mitt Romney,republican,42239,76973,0.548750861,Republican
2012,Washington,WA,Yakima,53077,President,Other,NA,1517,76973,0.019708209,Republican
2012,West Virginia,WV,Barbour,54001,President,Barack Obama,democrat,1768,5761,0.306891165,Republican
2012,West Virginia,WV,Barbour,54001,President,Mitt Romney,republican,3824,5761,0.66377365,Republican
2012,West Virginia,WV,Barbour,54001,President,Other,NA,169,5761,0.029335185,Republican
2012,West Virginia,WV,Berkeley,54003,President,Barack Obama,democrat,14275,37172,0.384025611,Republican
2012,West Virginia,WV,Berkeley,54003,President,Mitt Romney,republican,22156,37172,0.59604003,Republican
2012,West Virginia,WV,Berkeley,54003,President,Other,NA,741,37172,0.019934359,Republican
2012,West Virginia,WV,Boone,54005,President,Barack Obama,democrat,2790,8500,0.328235294,Republican
2012,West Virginia,WV,Boone,54005,President,Mitt Romney,republican,5467,8500,0.643176471,Republican
2012,West Virginia,WV,Boone,54005,President,Other,NA,243,8500,0.028588235,Republican
2012,West Virginia,WV,Braxton,54007,President,Barack Obama,democrat,1998,4804,0.415903414,Republican
2012,West Virginia,WV,Braxton,54007,President,Mitt Romney,republican,2725,4804,0.567235637,Republican
2012,West Virginia,WV,Braxton,54007,President,Other,NA,81,4804,0.016860949,Republican
2012,West Virginia,WV,Brooke,54009,President,Barack Obama,democrat,4005,9294,0.430923176,Republican
2012,West Virginia,WV,Brooke,54009,President,Mitt Romney,republican,5060,9294,0.544437271,Republican
2012,West Virginia,WV,Brooke,54009,President,Other,NA,229,9294,0.024639552,Republican
2012,West Virginia,WV,Cabell,54011,President,Barack Obama,democrat,13568,32144,0.422100548,Republican
2012,West Virginia,WV,Cabell,54011,President,Mitt Romney,republican,17985,32144,0.55951344,Republican
2012,West Virginia,WV,Cabell,54011,President,Other,NA,591,32144,0.018386013,Republican
2012,West Virginia,WV,Calhoun,54013,President,Barack Obama,democrat,818,2207,0.370638876,Republican
2012,West Virginia,WV,Calhoun,54013,President,Mitt Romney,republican,1319,2207,0.59764386,Republican
2012,West Virginia,WV,Calhoun,54013,President,Other,NA,70,2207,0.031717263,Republican
2012,West Virginia,WV,Clay,54015,President,Barack Obama,democrat,931,3012,0.309096946,Republican
2012,West Virginia,WV,Clay,54015,President,Mitt Romney,republican,1971,3012,0.65438247,Republican
2012,West Virginia,WV,Clay,54015,President,Other,NA,110,3012,0.036520584,Republican
2012,West Virginia,WV,Doddridge,54017,President,Barack Obama,democrat,575,2769,0.207656194,Republican
2012,West Virginia,WV,Doddridge,54017,President,Mitt Romney,republican,2130,2769,0.769230769,Republican
2012,West Virginia,WV,Doddridge,54017,President,Other,NA,64,2769,0.023113037,Republican
2012,West Virginia,WV,Fayette,54019,President,Barack Obama,democrat,5419,14070,0.3851457,Republican
2012,West Virginia,WV,Fayette,54019,President,Mitt Romney,republican,8350,14070,0.593461265,Republican
2012,West Virginia,WV,Fayette,54019,President,Other,NA,301,14070,0.021393035,Republican
2012,West Virginia,WV,Gilmer,54021,President,Barack Obama,democrat,840,2509,0.334794739,Republican
2012,West Virginia,WV,Gilmer,54021,President,Mitt Romney,republican,1595,2509,0.635711439,Republican
2012,West Virginia,WV,Gilmer,54021,President,Other,NA,74,2509,0.029493822,Republican
2012,West Virginia,WV,Grant,54023,President,Barack Obama,democrat,718,4586,0.156563454,Republican
2012,West Virginia,WV,Grant,54023,President,Mitt Romney,republican,3783,4586,0.824901875,Republican
2012,West Virginia,WV,Grant,54023,President,Other,NA,85,4586,0.018534671,Republican
2012,West Virginia,WV,Greenbrier,54025,President,Barack Obama,democrat,4710,12963,0.363341819,Republican
2012,West Virginia,WV,Greenbrier,54025,President,Mitt Romney,republican,7930,12963,0.611741109,Republican
2012,West Virginia,WV,Greenbrier,54025,President,Other,NA,323,12963,0.024917072,Republican
2012,West Virginia,WV,Hampshire,54027,President,Barack Obama,democrat,2299,7986,0.287878788,Republican
2012,West Virginia,WV,Hampshire,54027,President,Mitt Romney,republican,5523,7986,0.691585274,Republican
2012,West Virginia,WV,Hampshire,54027,President,Other,NA,164,7986,0.020535938,Republican
2012,West Virginia,WV,Hancock,54029,President,Barack Obama,democrat,4627,12118,0.381828685,Republican
2012,West Virginia,WV,Hancock,54029,President,Mitt Romney,republican,7226,12118,0.59630302,Republican
2012,West Virginia,WV,Hancock,54029,President,Other,NA,265,12118,0.021868295,Republican
2012,West Virginia,WV,Hardy,54031,President,Barack Obama,democrat,1482,5168,0.286764706,Republican
2012,West Virginia,WV,Hardy,54031,President,Mitt Romney,republican,3536,5168,0.684210526,Republican
2012,West Virginia,WV,Hardy,54031,President,Other,NA,150,5168,0.029024768,Republican
2012,West Virginia,WV,Harrison,54033,President,Barack Obama,democrat,9732,26147,0.372203312,Republican
2012,West Virginia,WV,Harrison,54033,President,Mitt Romney,republican,15876,26147,0.607182468,Republican
2012,West Virginia,WV,Harrison,54033,President,Other,NA,539,26147,0.02061422,Republican
2012,West Virginia,WV,Jackson,54035,President,Barack Obama,democrat,3854,11544,0.333853084,Republican
2012,West Virginia,WV,Jackson,54035,President,Mitt Romney,republican,7408,11544,0.641718642,Republican
2012,West Virginia,WV,Jackson,54035,President,Other,NA,282,11544,0.024428274,Republican
2012,West Virginia,WV,Jefferson,54037,President,Barack Obama,democrat,10398,22138,0.469690126,Republican
2012,West Virginia,WV,Jefferson,54037,President,Mitt Romney,republican,11258,22138,0.508537357,Republican
2012,West Virginia,WV,Jefferson,54037,President,Other,NA,482,22138,0.021772518,Republican
2012,West Virginia,WV,Kanawha,54039,President,Barack Obama,democrat,32480,75077,0.432622508,Republican
2012,West Virginia,WV,Kanawha,54039,President,Mitt Romney,republican,41364,75077,0.550954354,Republican
2012,West Virginia,WV,Kanawha,54039,President,Other,NA,1233,75077,0.016423139,Republican
2012,West Virginia,WV,Lewis,54041,President,Barack Obama,democrat,1736,6287,0.276125338,Republican
2012,West Virginia,WV,Lewis,54041,President,Mitt Romney,republican,4375,6287,0.695880388,Republican
2012,West Virginia,WV,Lewis,54041,President,Other,NA,176,6287,0.027994274,Republican
2012,West Virginia,WV,Lincoln,54043,President,Barack Obama,democrat,2227,6818,0.326635377,Republican
2012,West Virginia,WV,Lincoln,54043,President,Mitt Romney,republican,4383,6818,0.642857143,Republican
2012,West Virginia,WV,Lincoln,54043,President,Other,NA,208,6818,0.03050748,Republican
2012,West Virginia,WV,Logan,54045,President,Barack Obama,democrat,3469,11946,0.290390089,Republican
2012,West Virginia,WV,Logan,54045,President,Mitt Romney,republican,8222,11946,0.688263854,Republican
2012,West Virginia,WV,Logan,54045,President,Other,NA,255,11946,0.021346057,Republican
2012,West Virginia,WV,McDowell,54047,President,Barack Obama,democrat,2109,6188,0.340820944,Republican
2012,West Virginia,WV,McDowell,54047,President,Mitt Romney,republican,3959,6188,0.639786684,Republican
2012,West Virginia,WV,McDowell,54047,President,Other,NA,120,6188,0.019392372,Republican
2012,West Virginia,WV,Marion,54049,President,Barack Obama,democrat,8959,21542,0.415885247,Republican
2012,West Virginia,WV,Marion,54049,President,Mitt Romney,republican,12054,21542,0.559558073,Republican
2012,West Virginia,WV,Marion,54049,President,Other,NA,529,21542,0.02455668,Republican
2012,West Virginia,WV,Marshall,54051,President,Barack Obama,democrat,4484,12916,0.347166305,Republican
2012,West Virginia,WV,Marshall,54051,President,Mitt Romney,republican,8135,12916,0.629838959,Republican
2012,West Virginia,WV,Marshall,54051,President,Other,NA,297,12916,0.022994735,Republican
2012,West Virginia,WV,Mason,54053,President,Barack Obama,democrat,3778,9789,0.385943406,Republican
2012,West Virginia,WV,Mason,54053,President,Mitt Romney,republican,5741,9789,0.586474614,Republican
2012,West Virginia,WV,Mason,54053,President,Other,NA,270,9789,0.02758198,Republican
2012,West Virginia,WV,Mercer,54055,President,Barack Obama,democrat,5432,21276,0.255311149,Republican
2012,West Virginia,WV,Mercer,54055,President,Mitt Romney,republican,15450,21276,0.726170333,Republican
2012,West Virginia,WV,Mercer,54055,President,Other,NA,394,21276,0.018518519,Republican
2012,West Virginia,WV,Mineral,54057,President,Barack Obama,democrat,2885,10979,0.262774387,Republican
2012,West Virginia,WV,Mineral,54057,President,Mitt Romney,republican,7833,10979,0.713452956,Republican
2012,West Virginia,WV,Mineral,54057,President,Other,NA,261,10979,0.023772657,Republican
2012,West Virginia,WV,Mingo,54059,President,Barack Obama,democrat,2428,8830,0.274971687,Republican
2012,West Virginia,WV,Mingo,54059,President,Mitt Romney,republican,6191,8830,0.701132503,Republican
2012,West Virginia,WV,Mingo,54059,President,Other,NA,211,8830,0.02389581,Republican
2012,West Virginia,WV,Monongalia,54061,President,Barack Obama,democrat,13826,31475,0.439269261,Republican
2012,West Virginia,WV,Monongalia,54061,President,Mitt Romney,republican,16831,31475,0.534741859,Republican
2012,West Virginia,WV,Monongalia,54061,President,Other,NA,818,31475,0.02598888,Republican
2012,West Virginia,WV,Monroe,54063,President,Barack Obama,democrat,1455,5212,0.279163469,Republican
2012,West Virginia,WV,Monroe,54063,President,Mitt Romney,republican,3616,5212,0.693783576,Republican
2012,West Virginia,WV,Monroe,54063,President,Other,NA,141,5212,0.027052955,Republican
2012,West Virginia,WV,Morgan,54065,President,Barack Obama,democrat,2363,7044,0.335462805,Republican
2012,West Virginia,WV,Morgan,54065,President,Mitt Romney,republican,4513,7044,0.64068711,Republican
2012,West Virginia,WV,Morgan,54065,President,Other,NA,168,7044,0.023850085,Republican
2012,West Virginia,WV,Nicholas,54067,President,Barack Obama,democrat,2664,8785,0.303244166,Republican
2012,West Virginia,WV,Nicholas,54067,President,Mitt Romney,republican,5898,8785,0.671371656,Republican
2012,West Virginia,WV,Nicholas,54067,President,Other,NA,223,8785,0.025384178,Republican
2012,West Virginia,WV,Ohio,54069,President,Barack Obama,democrat,6786,17911,0.378873318,Republican
2012,West Virginia,WV,Ohio,54069,President,Mitt Romney,republican,10768,17911,0.601194796,Republican
2012,West Virginia,WV,Ohio,54069,President,Other,NA,357,17911,0.019931885,Republican
2012,West Virginia,WV,Pendleton,54071,President,Barack Obama,democrat,1074,3239,0.331583822,Republican
